trip\01\00009.wav=Adam, @20356
trip\02\00731.wav=Walter, @104008
trip\02\00732.wav=Walter, @104132
trip\02\00733.wav=Walter, @104256
trip\02\00734.wav=Walter, @104380
trip\02\00735.wav=Walter, @104504
trip\02\00736.wav=Walter, @104628
trip\02\00737.wav=Warren, @104756
trip\02\00738.wav=Warren!! @104884
trip\02\00739.wav=Warren, @105016
trip\02\00740.wav=Warren, @105144
trip\02\00741.wav=Warren, @105272
trip\02\00742.wav=Warren, @105400
trip\02\00743.wav=Warren, @105528
trip\02\00744.wav=Warren, @105656
trip\02\00745.wav=Will, @105776
trip\02\00746.wav=Will!! @105888
trip\02\00747.wav=Will, @106004
trip\02\00748.wav=Will, @106116
trip\02\00749.wav=Will, @106228
trip\02\00750.wav=Will, @106340
trip\02\00751.wav=Will, @106452
trip\02\00752.wav=Will, @106564
trip\02\00753.wav=Where are the new wine glasses?@106732
trip\02\00754.wav=That should be obvious!@106988
trip\02\00755.wav=Jesus Grace, come on, I'm not asking a lot here!@107268
trip\02\00756.wav=What, Grace... this?@107572
trip\02\00757.wav=I know I know I'll do it right now, alright?!@107816
trip\02\00758.wav=Get off my back!  I'll get rid of it in just a minute!@108208
trip\02\00759.wav=Oh, he's here!@108520
trip\02\00760.wav=Oh, she's here!@108676
trip\02\00761.wav=No, he's right on time!@108860
trip\02\00762.wav=No, she's right on time!@109080
trip\02\00763.wav=Uhp, he's here!@109276
trip\02\00764.wav=Uhp, she's here!@109440
trip\02\00765.wav=No, he's supposed to be here now!@109652
trip\02\00766.wav=No, she's supposed to be here now!@109936
trip\02\00767.wav=Hi! It's so great to see you!  @110236
trip\02\00768.wav=It's been a while how's it going?@110532
trip\02\00769.wav=Great to see you!  It's been a while, how's it going?@114108
trip\02\00770.wav=Hey! It's been too long, man!@110828
trip\02\00771.wav=Hey!   It's been too long!  @111096
trip\02\00772.wav=How are you doing,  you look great!@111376
trip\02\00773.wav=Ah  I'm so happy you could make it!  @111700
trip\02\00774.wav=We haven't seen you in so long,  how's it going, man?@112068
trip\02\00775.wav=We haven't seen you in so long,  how's it going?@112496
trip\02\00776.wav=Hey!  @112768
trip\02\00777.wav=God  it's been so long since we've seen you! @113008
trip\02\00778.wav=How are you doing, man?@113316
trip\02\00779.wav=How are you doing?@113524
trip\02\00781.wav=Hey! I thought I heard someone out here!@113744
trip\02\00782.wav=Wow,  it's really  really great to see you.@114872
trip\02\00783.wav=Wow, it's so great to see you after so long.@115224
trip\02\00784.wav=Come on in!@115512
trip\02\00785.wav=Well come on in!@115680
trip\02\00786.wav=So come on in!@115864
trip\02\00787.wav=Well come on in...@116036
trip\02\00788.wav=Well come on in...@116224
trip\02\00789.wav=Well, anyway... why don't you come in...@116456
trip\02\00790.wav=Well anyway... come in, I guess...@116760
trip\02\00791.wav=Uh, let me go get Grace...@117028
trip\02\00792.wav=Uh, I'll -- I'll go get Grace...@117260
trip\02\00793.wav=Uh, it'll be just a sec while I go get Grace...@117572
trip\02\00794.wav=Yeah, hi!@117876
trip\02\00795.wav=Yeah,  hi!@118028
trip\02\00797.wav=Ha ha, hi!@118164
trip\02\00798.wav=Oh we're great.   I mean really, really great.@118396
trip\02\00799.wav=Oh!   We're...  great.   Just great.@118780
trip\02\00800.wav=Oh,  oh, we're  great.   You know,  with our new apartment and all.@119212
trip\02\00801.wav=Oh, yeah, we're great.  Work is great, I'll have to tell you all about it.@119712
trip\02\00802.wav=We're great!  We just got back from Italy, I'll have to tell you about it.@120272
trip\02\00803.wav=What?  No, everything's fine!@120700
trip\02\00804.wav=What?  No no, it's great to see you!@120968
trip\02\00805.wav=Great!@121208
trip\02\00806.wav=Yeah!@121456
trip\02\00807.wav=Alright!@121580
trip\02\00808.wav=Ha ha ha!@121328
trip\02\00809.wav=Well, I can see we're going to get along well tonight!@121824
trip\02\00810.wav=Ha ha, wow you should visit more often!@122208
trip\02\00811.wav=Uh...@122444
trip\02\00812.wav=Uh...@122544
trip\02\00813.wav=Uh...@122644
trip\02\00814.wav=Uh...@122744
trip\02\00815.wav=Uh...@122844
trip\02\00816.wav=Uh...@122944
trip\02\00817.wav=Whoa, @123048
trip\02\00818.wav=that's some kind of way to say hello...!  Uh...@123240
trip\02\00819.wav=Whoa, @123512
trip\02\00820.wav=you're in some kind of mood tonight...  Uh...@123704
trip\02\00821.wav=Ha ha, dude, that is a weird way to say hello...!@124056
trip\02\00822.wav=Ha ha, whoa I think you've gotten a headstart on the drinking tonight...@124468
trip\02\00823.wav=Oh, ha ha, the European greeting!  I love it!@124924
trip\02\00824.wav=We just got back from Italy where they do that all the time!@125328
trip\02\00825.wav=Oh, yeah, the European-style greeting!  Ha ha!@125736
trip\02\00826.wav=You know, we just got back from Italy!@126092
trip\02\00827.wav=Oh... you're doing the European-style greeting... @126420
trip\02\00828.wav=we just got back from a trip to Italy, but the men didn't do that with each other... um...@126912
trip\02\00829.wav=Oh... you're doing the European-style greeting...  @127448
trip\02\00830.wav=we just got back from a trip to Italy, but the men only did that with women... generally... but, um...@127976
trip\02\00831.wav=Yeah, yeah, come on in!@128504
trip\02\00832.wav=Yeah, yeah, come on in!@128716
trip\02\00833.wav=Uh... I don't know why you say that...@128952
trip\02\00834.wav=Uh... well you're in some kind of weird mood tonight...@129300
trip\02\00835.wav=Uh... okay... I'm not sure why you say that...@129680
trip\02\00836.wav=Well, let's not just stand out here!@130032
trip\02\00837.wav=Well let's not talk out here!@130320
trip\02\00838.wav=Y -- yeah, yeah...@130532
trip\02\00839.wav=Wha -- no, n - no, it's good to see you...@130756
trip\02\00840.wav=Uh, well, it's -- it's good to see you.@131076
trip\02\00841.wav=Uh, well, it's, uh -- it's good to see you.@131388
trip\02\00842.wav=Oh, um...@131648
trip\02\00843.wav=Uh, y -- yeah!  Heh, yeah, yeah...@131796
trip\02\00844.wav=W - wha -- n - no, no...  no, it's good to see you...@132096
trip\02\00845.wav=Uh, well, it's -- it's good to see you.@132460
trip\02\00846.wav=Y -- yeah, come in!@132724
trip\02\00847.wav=Uh, n -- no, heh, come in!@132916
trip\02\00848.wav=W -- well, heh, come in!@133136
trip\02\00849.wav=Y -- yeah, come in, heh...@133344
trip\02\00850.wav=N -- n - no, uh, come in...@133564
trip\02\00851.wav=W -- well, come in...@133784
trip\02\00852.wav=Y -- yeah, yeah, uh, just -- just stay here...@134020
trip\02\00853.wav=W -- w - what... n - no, uh, just stay here...@134352
trip\02\00854.wav=Uh, oh, ah, well, ah, uh, just stay here...@134680
trip\02\00855.wav=Hey, that's what I said!@134984
trip\02\00856.wav=That's funny, I said the same thing!@135240
trip\02\00857.wav=Yeah, it has been a long time.@135524
trip\02\00858.wav=Yeah, it's been too long.@135772
trip\02\00859.wav=Yeah, yeah, how are you doing?@136004
trip\02\00860.wav=Yeah, how -- how are you doing?@136252
trip\02\00861.wav=Well, I can ask him too!@136508
trip\02\00862.wav=Well, I can ask her too!@136732
trip\02\00863.wav=I can ask too!@136940
trip\02\00864.wav=Well I'm asking him too!@137124
trip\02\00865.wav=Well I'm asking her too!@137344
trip\02\00866.wav=Oh, uh, ha ha!@137532
trip\02\00867.wav=Oh, ha ha!  Thanks. Ha.@137696
trip\02\00868.wav=Oh, uh, ha ha!  You're kissing me!  That's hilarious.  @137960
trip\02\00869.wav=Oh, uh, ha ha!  You're kissing me!  You're so funny!  @138344
trip\02\00870.wav=I'm just going to go close the door.  @138720
trip\02\00871.wav=Huh, I'll close the door.  @138992
trip\02\00872.wav=Whoops, I need to go close the door.  @139256
trip\02\00873.wav=Heh heh, @139492
trip\02\00874.wav=seeing you brings back good memories, you know?@139712
trip\02\00875.wav=Ha ha, yeah...@139992
trip\02\00876.wav=Ye -- yeah...@140140
trip\02\00877.wav=seeing you again makes me remember the good times we all used to have. @140452
trip\02\00878.wav=Oh-- that-- yeah, you know what?@140872
trip\02\00879.wav=Oh... huh, I just thought of something.@141152
trip\02\00880.wav=Hey, I just realized something.@141452
trip\02\00881.wav=Whoa I just realized something!@141724
trip\02\00882.wav=Oh, tonight's a special night!  A celebration in fact!@142080
trip\02\00883.wav=We have to celebrate!  Tonight's a special night!@142512
trip\02\00884.wav=Huh, I just thought of something.@142848
trip\02\00885.wav=Huh, I just realized something.@143124
trip\02\00886.wav=Well, actually, tonight's a special night.  We should celebrate, in fact.@143520
trip\02\00887.wav=There's something we need to celebrate.@143996
trip\02\00888.wav=Hey, I just realized something.@141452
trip\02\00889.wav=Whoa I just realized something!@141724
trip\02\00890.wav=Oh, tonight's a special night!  A celebration in fact!@142080
trip\02\00891.wav=So, yeah, I just realized!@144288
trip\02\00892.wav=remember, it was almost exactly ten years ago, tonight, that you introduced us. @144688
trip\02\00893.wav=Senior year of college!@145140
trip\02\00894.wav=Remember that?@145352
trip\02\00895.wav=So, yeah, I just realized...@145544
trip\02\00896.wav=remember, it was almost exactly ten years ago, tonight, that you introduced us. @145944
trip\02\00897.wav=Senior year of college.@146396
trip\02\00898.wav=Do you remember that?@146616
trip\02\00899.wav=So, yeah, I just realized!@146836
trip\02\00900.wav=remember, it was almost exactly ten years ago, tonight, that you introduced us. @147236
trip\02\00901.wav=Senior year of college!@147688
trip\02\00902.wav=Remember that?@147900
trip\02\00903.wav=So, ten years ago...  that's when you introduced us, right?@148176
trip\02\00909.wav=We really want to thank you for years and years of...@148628
trip\02\00910.wav=Ha ha!  So we really want to thank you for years and years of...@149072
trip\02\00911.wav=Heh heh heh... Agony.@149436
trip\02\00912.wav=Uh, yeah, love, yeah, love.@149640
trip\02\00913.wav=Well... I think it's great you could be here tonight on our dating anniversary.@149992
trip\02\00914.wav=Well it's a... it's nice you could be here tonight on our dating anniversary.@150556
trip\02\00915.wav=Well, anyhow, without you, we wouldn't even have this celebration.  Mmm.  @151116
trip\02\00916.wav=Well... I thought it was nice that you could be here tonight on our dating anniversary.@151680
trip\02\00917.wav=Well... I thought it was nice that you could be here tonight on our dating anniversary.@152296
trip\02\00918.wav=Uh, well, all I can say is, tonight means a lot to me, and Grace.  @152876
trip\02\00919.wav=Um, well, without you, we wouldn't even have this celebration. @153380
trip\02\00920.wav=So yeah, seeing you again brings back great memories.@153824
trip\02\00921.wav=So, tonight is definitely a special night!@155216
trip\02\00922.wav=So, yeah, tonight is special.@155528
trip\02\00923.wav=So, tonight is definitely a special night!@155216
trip\02\00924.wav=So yeah, remember how you introduced us almost exactly ten years ago tonight?@155936
trip\02\00925.wav=So yeah, remember how you introduced us almost exactly ten years ago tonight?@156528
trip\02\00926.wav=So yeah, remember how you introduced us almost exactly ten years ago tonight?@157128
trip\02\00927.wav=Yeah, uh, we -- we've -- uh, we've missed you.@157584
trip\02\00928.wav=N -- no, no, uh, heh, we've, uh -- we've missed you.@157924
trip\02\00929.wav=Oh, well, uh, we've, uh... we've missed you.@158280
trip\02\00930.wav=Y -- yeah, yeah, I've, um -- mmm -- I've missed you.@158608
trip\02\00931.wav=N -- no, uh, I've -- I've missed you.@158948
trip\02\00932.wav=Oh, well, uh, I've -- I've missed you.@159232
trip\02\00933.wav=Y -- yeah, tonight is special!@159524
trip\02\00934.wav=N -- no, no, tonight is special!@159792
trip\02\00935.wav=Uh -- well, tonight is special!@160064
trip\02\00936.wav=Uh, y -- uh, yeah, heh, tonight is special...@160340
trip\02\00937.wav=Uh, n - n - no, no, tonight is special...@160676
trip\02\00938.wav=Uh -- well, hmm, tonight is special...@160988
trip\02\00939.wav=Y - yeah, remember how you introduced us almost exactly ten years ago tonight?@161412
trip\02\00940.wav=N -- no, remember how you introduced us almost exactly ten years ago tonight?@161996
trip\02\00941.wav=Uh, well, remember how you introduced us almost exactly ten years ago tonight?@162580
trip\02\00942.wav=Yeah, heh, uh... r - remember how you introduced us almost exactly ten years ago tonight?@163172
trip\02\00943.wav=Uh, no... mmm... uh, remember how you introduced us almost exactly ten years ago tonight?@163812
trip\02\00944.wav=Uh, well, r - remember how you introduced us almost exactly ten years ago tonight?@164448
trip\02\00945.wav=Y -- yeah, yeah, it's great you could be here tonight.@164952
trip\02\00946.wav=Uh, n - n - no, heh, it's, uh -- it's great you could be here tonight.@165364
trip\02\00947.wav=Uh -- I - I mean, uh, it's, uh -- it's great you could be here tonight.@165844
trip\02\00948.wav=Y -- yeah, well, uh, well, uh, it's good to see you again.@166312
trip\02\00949.wav=No, no, no it's, uh -- it's good to see you again.@166724
trip\02\00950.wav=Uh, I mean, uh, it's, uh -- it's good to see you again.@167104
trip\02\00951.wav=Oh, Grace, let's not do that.@167464
trip\02\00952.wav=Well yeah, I think that comes across.@167740
trip\02\00953.wav=There's nothing wrong with it...@168028
trip\02\00954.wav=uhh...@168236
trip\02\00955.wav=Grace...!@168348
trip\02\00956.wav=Yeah, this is a huge couch...@168524
trip\02\00957.wav=It's a nice choice.@168756
trip\02\00958.wav=Everybody always comments on Grace's sculptures.@169040
trip\02\00959.wav=There's nothing wrong with them...@169376
trip\02\00960.wav=Yeah everyone notices it when they come in.@169696
trip\02\00961.wav=Oh, Grace...  @169960
trip\02\00962.wav=Grace tells me she was the highest bidder at an auction for it.@170248
trip\02\00963.wav=Yeah, it really makes you feel like you've made it.@170688
trip\02\00965.wav=It's nice.@171356
trip\02\00967.wav=See, Grace, no one has a problem with your decorating, it's fine!@171632
trip\02\00968.wav=See Grace, no one is complaining about your decorating, there's nothing wrong with it!@172176
trip\02\00969.wav=Oh Grace...@172612
trip\02\00970.wav=Somehow I knew you'd say that.@172792
trip\02\00971.wav=Well this painting is a great investment, I'm sure.@173116
trip\02\00972.wav=What are you talking about?  @173456
trip\02\00973.wav=But I still think this looks fine... @173736
trip\02\00974.wav=No, but I'm just trying to be honest --@174060
trip\02\00975.wav=See, Grace, no one has a problem with your decorating.@174420
trip\02\00976.wav=See, Grace, you're the only one unhappy with your decorating.@174852
trip\02\00977.wav=Grace, sweetheart, your decorating is fine, okay?  Besides this painting is a great investment, I'm sure.@175436
trip\02\00978.wav=Well, it's impressive... even after a full day's work designing magazine ads, Grace somehow finds time to decorate... @176216
trip\02\00979.wav=Well, it's impressive... even aft@176844
trip\02\00980.wav=ter a full day's work designing magazine ads, Grace somehow finds time to decorate... @177260
trip\02\00981.wav=Well wait a minute! I don't think you've taken a close look yet.  Let it soak in a little!@177908
trip\02\00982.wav=See, I told you he would like it!  There's nothing wrong with it.@178496
trip\02\00983.wav=See, I told you she would like it!  There's nothing wrong with it.@178988
trip\02\00984.wav=yeah, Grace, nothing's wrong, everything's fine!@179416
trip\02\00985.wav=no, Grace, nothing's wrong, everything's fine!@179773
trip\02\00986.wav=uhh, Grace, nothing's wrong, everything's fine!@180116
trip\02\00987.wav=yeah, Grace, nothing's wrong, everything's fine!@180468
trip\02\00988.wav=no, Grace, nothing's wrong, everything's fine!@180824
trip\02\00989.wav=Grace, nothing's wrong, everything's fine!@181164
trip\02\00990.wav=Oh, Grace, no, no, h -- how can you say that?@350116
trip\02\00991.wav=Yeah!  Yeah!  Oh yeah.  It -- it's definitely got that.@350484
trip\02\00992.wav=I love it, I -- I really love it...!@350856
trip\02\00993.wav=Oh no, no... @351096
trip\02\00994.wav=it -- it's fine... @351256
trip\02\00995.wav=Oh, Grace, no, everything's okay...@351468
trip\02\00996.wav=Yeah!  Yeah, this huge couch is so... huge!  @351773
trip\02\00997.wav=give it -- give it a try!@352088
trip\02\00998.wav=it's a nice couch... @352304
trip\02\00999.wav=Uhh... a little love seat... what? @352528
trip\02\01000.wav=I, I -- I think it's f -- fabulous.  I -- I really do.@352852
trip\03\01001.wav=it's good... @353168
trip\03\01002.wav=Oh yeah, yeah, everybody always says how much they love Grace's sculptures!@353468
trip\03\01003.wav=I love them, I really love them!@353924
trip\03\01004.wav=they're nice... @354152
trip\03\01005.wav=Oh yeah, yeah, it -- it's the first thing everyone notices when they come in!@354460
trip\03\01006.wav=it looks good here...@354888
trip\03\01007.wav=Yeah Grace was the highest bidder at an auction for it!@355180
trip\03\01008.wav=no...@355484
trip\03\01009.wav=Yeah, yeah, it really cheers me up to stand here and look out...@355720
trip\03\01010.wav=it's such a nice view... @356104
trip\03\01011.wav=I -- I think it's really nice!  Really nice.@356372
trip\03\01012.wav=no...@356632
trip\03\01014.wav=There, see, Grace, n -- no one has a problem with your decorating, everything's fine!@357416
trip\03\01015.wav=Grace, everything's fine, no one is complaining about your decorating...@357996
trip\03\01016.wav=God, you're such a perfectionist.  @358440
trip\03\01017.wav=Well this painting seems like a pretty good investment to me.@358816
trip\03\01018.wav=But wait, what -- uhh... what are you -- everything's fine...!@359248
trip\03\01019.wav=But it looks fine...  God... @359632
trip\03\01020.wav=It's just decorating for Christ's sake, why are you turning this into some big -- issue --@360032
trip\03\01021.wav=No, it -- it's definitely not my thing.  @360556
trip\03\01022.wav=Ah, see, Grace, I was right, no one has a problem with your decorating!@360956
trip\03\01023.wav=Well, well, I was right Grace, you're the only one unhappy with your decorating.@361500
trip\03\01024.wav=Uh, Grace, s -- sweetie, maybe now you'll believe me when I tell you how great your decorating is.  Besides, this painting is a great investment, I'm sure.@362252
trip\03\01025.wav=W -- well, uh, it, it always amazes me, how after a full day's work designing magazine ads, Grace still has the energy to decorate... @363256
trip\03\01026.wav=W -- wait, wait, wait...  uh, take a -- take a closer look...  You have to let it soak in a little while before you say anything.@364140
trip\03\01027.wav=Ah, see, I knew he would like it!   I knew you would like it, everybody does.@364900
trip\03\01028.wav=Ah, see, I knew she would like it!   I knew you would like it, everybody does.@365456
trip\03\01029.wav=Grace, oh, no, we don't need to do that.@365932
trip\03\01030.wav=Yeah, yeah...!@366184
trip\03\01031.wav=There's nothing wrong with it...@366380
trip\03\01032.wav=Oh, Grace...@366600
trip\03\01033.wav=Grace, it looks fine...@366772
trip\03\01034.wav=Yeah I like this couch.@366988
trip\03\01035.wav=Grace, it looks fine...@367204
trip\03\01036.wav=Yeah it looks good next to the bar.@367464
trip\03\01037.wav=I can't imagine anyone not liking this!@367788
trip\03\01038.wav=I always hear people talking about them at our parties.@368164
trip\03\01039.wav=There's nothing wrong with them...@368528
trip\03\01040.wav=Grace, they're perfectly fine...@368800
trip\03\01041.wav=I get lots of compliments about it.@369116
trip\03\01042.wav=Oh, Grace...  @369348
trip\03\01043.wav=Grace, it looks nice there...!@369540
trip\03\01044.wav=We just acquired it at an art auction.@369848
trip\03\01045.wav=well, you're the one who bought it...@370144
trip\03\01046.wav=Well you seen one, you seen 'em all....@370448
trip\03\01047.wav=Yeah, it really makes me feel like I've made it.@370788
trip\03\01048.wav=There's nothing you can say wrong about this...@371156
trip\03\01049.wav=Hmm.@371424
trip\03\01051.wav=See, Grace, everybody always loves your decorating!   It's beautiful.@372140
trip\03\01052.wav=Grace, it seems no one has a problem with your decorating...@372636
trip\03\01053.wav=Okay, okay, I tried... @372992
trip\03\01054.wav=Ha ha, uhh, yeah I hadn't thought of that...  Mmm... well anyhow this painting will be a great investment, I'm sure.@373408
trip\03\01055.wav=Wait, what?@373972
trip\03\01056.wav=Uh... okay, good, that's good...@374148
trip\03\01057.wav=Huh... okay, good, that's -- that's good...@374424
trip\03\01058.wav=I --  uhh.@374680
trip\03\01059.wav=There, Grace, I try to tell you, everybody loves your decorating!@374956
trip\03\01060.wav=See, Grace, as always, you're the only one unhappy with your decorating.@375460
trip\03\01061.wav=Oh yeah, yeah, uh, that would have been good. Anyhow I'm sure this painting is an excellent investment.@376068
trip\03\01062.wav=Well, it's funny how after a full day's work designing magazine ads, Grace finds the time to decorate... and re-decorate... @376840
trip\03\01063.wav=Well hold on, hold on, take a closer look, give it a chance to soak in a little.@377604
trip\03\01064.wav=Ah, yes, @378016
trip\03\01065.wav=I knew you'd like it.  See, Grace?@378192
trip\03\01066.wav=Oh, @243396
trip\03\01067.wav=take a look at this photo I just put up from our trip to Italy a couple of weeks ago...@243728
trip\03\01068.wav=Yeah, that's a new photo from our trip to Italy a couple of weeks ago...@244860
trip\03\01069.wav=Come here, I want you to look at this!@245320
trip\03\01070.wav=come on, take a look at this picture!@245640
trip\03\01071.wav=No, hold on.  Now, @245900
trip\03\01072.wav=what does this picture make you think of?@246156
trip\03\01073.wav=In a word, what does this say to you?@246484
trip\03\01074.wav=No, I just want one word...@246780
trip\03\01075.wav=Grace, please.  @246988
trip\03\01076.wav=Just one word for this.@247196
trip\03\01077.wav=Mmm... no...@247388
trip\03\01078.wav=No just take a look,  this says...@247596
trip\03\01079.wav=Come on, what does this say to you?@247904
trip\03\01080.wav=Well, actually, this trip to Italy was meant to be our second honeymoon!@248324
trip\03\01081.wav=So in a word, this says...@248740
trip\03\01082.wav=Romance!  It says... romance...!@248996
