grace\01\00009.wav=Adam, @14316
grace\02\00881.wav=So yes, seeing you again brings back good memories.@130456
grace\02\00882.wav=Y -- yeah, we've -- we've missed you.@130796
grace\02\00883.wav=N -- no, we -- we've -- we've missed you.@131088
grace\02\00884.wav=Oh, well, we've -- we've missed you.@131392
grace\02\00885.wav=Y -- yeah, I've -- I've missed you.@131664
grace\02\00886.wav=N -- no no no, I - I've -- I've missed you.@131952
grace\02\00887.wav=Oh, well, I've -- I've missed you.@132256
grace\02\00888.wav=So, @132476
grace\02\00889.wav=I'm hoping you can help me understand where I went wrong with my new decorating, ha ha.  @132788
grace\02\00890.wav=I'm hoping you can help me under stan@133316
grace\02\00891.wav=stand where I went wrong with my new decorating.  @133672
grace\02\00892.wav=Yeah, @134316
grace\02\00893.wav=Right... @134428
grace\02\00894.wav=Right... So anyway... @134580
grace\02\00895.wav=Yeah, the layout...@134776
grace\02\00896.wav=So, about my decorating...@134984
grace\02\00897.wav=With this room I was trying for a kind of post modern style...@135348
grace\02\00898.wav=So I tried for a certain kind of style in this room...@135824
grace\02\00899.wav=but it is clearly just not happening.  This is a mess.@136280
grace\02\00900.wav=Yeah this couch...@136604
grace\02\00901.wav=You know, for this corner of the room I had a desire for something... big... and bold...@136964
grace\02\00902.wav=So this couch seemed like the right choice at the time...@137512
grace\02\00903.wav=but now I can see how I should have chosen a simple, comfortable... love seat.@138012
grace\02\00904.wav=Yeah, the armoire...@138428
grace\02\00905.wav=You know, when I saw this armoire on the show floor, I thought it had such a clean, simple look to it...@138820
grace\02\00906.wav=So this armoire looked so appealing when I bought it...@139432
grace\02\00907.wav=but looking at it here in the apartment, it just looks like...  @139892
grace\02\00908.wav=a monstrosity! @140284
grace\02\00909.wav=Yeah...@140428
grace\02\00910.wav=You know, I've been collecting these little glass sculptures for a long time now.@140732
grace\02\00911.wav=So I've been collecting these sculptures...@141228
grace\02\00912.wav=but now when I look at them, they give me a such a... such a headache. @141640
grace\02\00913.wav=You know, when I look at this wedding picture, hanging here in this room...@142156
grace\02\00914.wav=So about this wedding picture here...@142608
grace\02\00915.wav=it obviously just does not go anymore... I mean, with my new decorating and all.@143044
grace\02\00916.wav=Yes, yes, this painting...@143496
grace\02\00917.wav=This new painting above the couch is, uh, well, a -- an experiment...@143840
grace\02\00918.wav=So yeah, I just bought this painting...@144272
grace\02\00919.wav=but when I see it hanging here, in this room...  it looks to me like an amateur painted it.@144732
grace\02\00920.wav=You know, everybody says the view from our balcony is fantastic...@145356
grace\02\00921.wav=So everybody loves this view...@145772
grace\02\00922.wav=but I'd really rather see some trees or something... a natural green would enhance the colors of the room so much better.@146260
grace\02\00923.wav=I found that at a pricey little furniture shop on the upper west side...@146996
grace\02\00924.wav=So that looked so nice when I bought it...@147452
grace\02\00925.wav=but it just... doesn't really go with everything else.@147840
grace\02\00926.wav=I'm sure I can return most of this, and try to start over again on this room...@148332
grace\02\00928.wav=Well, I plan to return most of this anyhow.  This room needs to be redone.@148920
grace\02\00929.wav=Trip, I can't explain it, but this room is just not working, okay?  I'm going to return what furniture I can, and redo it all.@149600
grace\02\00930.wav=It just doesn't seem right to pay for a painting that I could have just as easily painted myself.@150440
grace\02\00931.wav=Oh I didn't want my decorating to become a major topic of conversation tonight... I'm going to get it redone this week, so... @151220
grace\02\00932.wav=Oh let's not bore ourselves with my decorating anymore, I'm redoing the room this week, that's all there is to it.@152080
grace\02\00933.wav=Ah, yes, I've been waiting for someone to say that!@152736
grace\02\00934.wav=Trip, he is just being honest about my decorating, which I appreciate.@153196
grace\02\00935.wav=Trip, she is just being honest about my decorating, which I appreciate.@153736
grace\02\00936.wav=Trip, don't worry about it.  Decorating is just not your thing, that's all.@154268
grace\02\00937.wav=Oh but I liked what you said about my decorating... Besides, I'm redoing it all this week, so...@154876
grace\02\00938.wav=Oh let's not talk about my decorating anymore, I'm redoing the room this week, that's all there is to it.@155592
grace\02\00939.wav=Really?  @156104
grace\02\00940.wav=What?@156228
grace\02\00941.wav=Well, whatever, I'm going to return most of this anyhow.  I have to redo this room.@156528
grace\02\00942.wav=It just seems stupid to pay for a painting that I could have just as easily painted myself.@157196
grace\02\00943.wav=Oh well, I guess I'm wrong then.  Ha ha.  Thanks for clearing that up.@157796
grace\02\00944.wav=Where's my drink?  @158184
grace\02\00945.wav=God I need that drink. @158384
grace\02\00946.wav=I can tell I'm going to need another one of these. @158676
grace\02\00948.wav=Look I already know how you feel about my decorating, let's just... move on from that topic of conversation.@159224
grace\02\00949.wav=Ha ha, I guess it's just the artist in me dying to get out.@159880
grace\02\00950.wav=Yeah... @160200
grace\02\00951.wav=So, I went wrong somehow with my decorating.@134056
grace\02\00952.wav=Oh, yeah, well -- I want to ask you...@275736
grace\02\00953.wav=Oh, what? ... uh, I want to ask you...@276032
grace\02\00954.wav=Oh, um, well... I want to ask you... @276332
grace\02\00955.wav=Oh, well...@276572
grace\02\00956.wav=Oh, uh...@276700
grace\02\00957.wav=Oh, well...@276828
grace\02\00958.wav=Uh, yes, but this room is a mess, isn't it?@277052
grace\02\00959.wav=Uh, no, this room is a mess, isn't it?@277388
grace\02\00960.wav=Uh, well, this room is a mess, isn't it?@277708
grace\02\00961.wav=Uh, yes, but this couch is awful, isn't it?@278048
grace\02\00962.wav=Uh, no, this couch is awful, isn't it?@278384
grace\02\00963.wav=Uh, well, this couch is awful, isn't it?@278704
grace\02\00964.wav=Uh, yes, but this armoire is a monstrosity, isn't it?@279072
grace\02\00965.wav=Uh, no, this armoire is a monstrosity, isn't it?@279476
grace\02\00966.wav=Uh, well, this armoire is a monstrosity, isn't it?@279864
grace\02\00967.wav=Uh, yes, but these sculptures are awful, aren't they?@280260
grace\02\00968.wav=Uh, no, these sculptures are awful, aren't they?@280652
grace\02\00969.wav=Uh, well, these sculptures are awful, aren't they?@281028
grace\02\00970.wav=Uh, yes, but it doesn't go in this room, right?@281416
grace\02\00971.wav=Uh, no, it doesn't go in this room, right?@281776
grace\02\00972.wav=Uh, well, it doesn't go in this room, right?@282120
grace\02\00973.wav=Uh, yes, but it looks amateurish, doesn't it?@282480
grace\02\00974.wav=Uh, no, it looks amateurish, doesn't it?@282828
grace\02\00975.wav=Uh, well, it looks amateurish, doesn't it?@283160
grace\02\00976.wav=Uh, yes, but a view of trees would be better, right?@283512
grace\02\00977.wav=Uh, no, a view of trees would be better, right?@283888
grace\02\00978.wav=Uh, well, a view of trees would be better, right?@284248
grace\02\00979.wav=Uh, yes, but it doesn't match, right?@284604
grace\02\00980.wav=Uh, no, it doesn't match, right?@284896
grace\02\00981.wav=Uh, well, it -- it doesn't match, right?@285180
grace\02\00982.wav=Yes, did you see Trip, someone finally gave me their honest opinion.@285596
grace\02\00983.wav=No, you gave me your honest opinion, which I really wanted, thank you.@286116
grace\02\00984.wav=Uhh, um, well, I'm really pleased to finally hear someone's honest opinion.@286652
grace\02\00985.wav=So,@287036
grace\02\00986.wav=ha, maybe you can give me your honest opinion about where I went wrong with my new decorating, uhh...  @287384
grace\02\00987.wav=Yeah, @287880
grace\02\00988.wav=Right... @287992
grace\02\00989.wav=Right... So anyway... @288144
grace\02\00990.wav=Yeah, the layout...@288340
grace\02\00991.wav=So, about my decorating...@288548
grace\02\00992.wav=Uhh... I was hoping to give this room a post-modern style...@288888
grace\02\00993.wav=So I tried for a certain kind of style in this room...@289348
grace\02\00994.wav=but it's... just... not happening.  This isn't right.@289780
grace\02\00995.wav=Yeah this couch...@290100
grace\02\00996.wav=Uhh, you know, for this corner I was thinking something... big... and bold...@290412
grace\02\00997.wav=So this couch seemed like the right choice at the time...@290916
grace\02\00998.wav=but now I can see I should have chosen a simple, comfortable love seat.@291413
grace\02\00999.wav=Yeah, the armoire...@291800
grace\02\01000.wav=Uhh, you know, when I saw this armoire on the show floor, I thought it had such a clean, simple look to it...@292196
grace\03\01001.wav=So this armoire looked so appealing when I bought it...@292820
grace\03\01002.wav=but looking at it here in the apartment, it just looks like...  @293280
grace\03\01003.wav=ohh... a grotesque piece of furniture!  uhh...@293692
grace\03\01004.wav=Yeah...@293960
grace\03\01005.wav=Uhh, you know, I've been collecting these glass sculptures for quite a while now.@294252
grace\03\01006.wav=So I've been collecting these sculptures...@294748
grace\03\01007.wav=but now when I look at them, they give me a... like... a... headache.@295136
grace\03\01008.wav=Uhh, you know, when I look at this wedding picture, hanging here in this room...@295656
grace\03\01009.wav=So about this wedding picture here...@296128
grace\03\01010.wav=it simply... doesn't go anymore... I mean, with my new decorating and all.@296540
grace\03\01011.wav=Yes, yes, this painting...@296968
grace\03\01012.wav=Uhh, this new painting above the couch is, uh, well, a -- an experiment...@297316
grace\03\01013.wav=So yeah, I just bought this painting...@297768
grace\03\01014.wav=but when I see it hanging here, in this room... I don't know, it looks like an amateur could have painted it.@298252
grace\03\01015.wav=Uhh, you know, everybody loves the view from our balcony...@298912
grace\03\01016.wav=So everybody loves this view...@299300
grace\03\01017.wav=but I'd really rather see some trees or something... a natural green would enhance the colors of the room so much better. @299788
grace\03\01018.wav=Uhh... I found that at a pricey little furniture shop on the upper west side...@300532
grace\03\01019.wav=So that looked so nice when I bought it...@301016
grace\03\01020.wav=but it just... doesn't really go with everything else.@301396
grace\03\01021.wav=Uhh... I'm sure I can return most of this, and try to start over again on this room...@301884
grace\03\01023.wav=Well, I plan to return most of it anyhow.  This room needs to be redone.@302876
grace\03\01024.wav=Trip, I'm sorry but this room is just not working...  I'm going to return what furniture I can, and redo it.@303500
grace\03\01025.wav=Well maybe if I hadn't gone into advertising, I could have painted that painting instead of buying it...@304280
grace\03\01026.wav=Oh I didn't want my decorating to become a major topic of conversation tonight... I'm going to get it redone this week, so... @305088
grace\03\01027.wav=Oh let's not bore ourselves with my decorating anymore, I'm redoing the room this week, that's all there is to it.@305948
grace\03\01028.wav=Ah, thank you, I've been waiting for someone to say that!@306612
grace\03\01029.wav=Trip, he is just being honest about my decorating, which I really appreciate.@307104
grace\03\01030.wav=Trip, she is just being honest about my decorating, which I really appreciate.@307680
grace\03\01031.wav=Trip, it's okay, don't worry about it.  Decorating is not your thing, that's all.@308256
grace\03\01032.wav=Oh but I really really liked what you said about my decorating... Besides, I'm going to redo it all this week, so...@308928
grace\03\01033.wav=Oh let's not talk about my decorating anymore, I'm redoing the room this week, that's all there is to it.@309724
grace\03\01034.wav=Oh, really?  @310240
grace\03\01035.wav=Really?@310384
grace\03\01036.wav=Uhh, well, whatever, I'm going to return most of this anyhow.  I have to redo this room.@310688
grace\03\01037.wav=Oh.  Okay.  I just thought you understood me, that's all.  @311240
grace\03\01038.wav=Hmm, I'm going to return most of this anyhow.  I have to redo this room.@311712
grace\03\01039.wav=Well, if I hadn't been persuaded to go into advertising, I could have been the one selling that painting instead of buying it!@312400
grace\03\01040.wav=Look I already know how you feel about my decorating, let's just... move on from that topic of conversation.@313248
grace\03\01041.wav=Ha ha, heh, I guess it's just the artist in me dying to get out, ha...@313912
grace\03\01042.wav=Yeah... @314276
grace\03\01043.wav=So, I think something went wrong with my decorating.@314496
grace\03\01044.wav=Oh, yeah, well -- I want to ask you...@314852
grace\03\01045.wav=Oh, what? ... uh, I want to ask you...@315148
grace\03\01046.wav=Oh, um, well... I -- I want to ask you... @315452
grace\03\01047.wav=Oh, well...@315712
grace\03\01048.wav=Oh, uh...@315840
grace\03\01049.wav=Oh, well, uh...@315972
grace\03\01050.wav=Uh, yes, but this room is a problem, isn't it?@316220
grace\03\01051.wav=Uh, no, this room is a problem, isn't it?@316576
grace\03\01052.wav=Uh, well, this room is a problem, isn't it?@316916
grace\03\01053.wav=Uh, yes, but this couch is too much, isn't it?@317272
grace\03\01054.wav=Uh, no, this couch is too much, isn't it?@317624
grace\03\01055.wav=Uh, well, this couch is too much, isn't it?@317960
grace\03\01056.wav=Uh, yes, but this armoire is awful, isn't it?@318312
grace\03\01057.wav=Uhh, no, this armoire is awful, isn't it?@318656
grace\03\01058.wav=Uh, well, this armoire is awful, isn't it?@318988
grace\03\01059.wav=Uh, yes, but these sculptures are an eyesore, aren't they?@319360
grace\03\01060.wav=Uh, no, these sculptures are an eyesore, aren't they?@319780
grace\03\01061.wav=Uh, well, these sculptures are an eyesore, aren't they?@320184
grace\03\01062.wav=Uh, yes, but it doesn't go in this room, right?@320592
grace\03\01063.wav=Uh, no, it doesn't go in this room, right?@320952
grace\03\01064.wav=Uh, well, it doesn't go in this room, right?@321296
grace\03\01065.wav=Uh, yes, but it looks a bit unattractive, doesn't it?@321684
grace\03\01066.wav=Uh, no, it looks a bit unattractive, doesn't it?@322092
grace\03\01067.wav=Uh, well, it looks a bit unattractive, doesn't it?@322484
grace\03\01068.wav=Uh, yes, but a view of trees would be better, right?@322868
grace\03\01069.wav=Uh, no, a view of trees would be better, right?@323244
grace\03\01070.wav=Uh, well, a view of trees would be better, right?@323604
grace\03\01071.wav=Uh, yes, but it doesn't match, right?@323960
grace\03\01072.wav=Uh, no, it doesn't match, right?@324252
grace\03\01073.wav=Uh, well, it doesn't match, right?@324528
grace\03\01074.wav=So, @324748
grace\03\01075.wav=you can help me understand where I went wrong with my new decorating, ha ha.@325032
grace\03\01076.wav=Yes,@325424
grace\03\01077.wav=Mmm, right... @325536
grace\03\01078.wav=Mmm, right... So anyway... @325716
grace\03\01079.wav=Ugh, the layout...@325932
grace\03\01080.wav=So, about my decorating...@326136
grace\03\01081.wav=Uhh, what I wanted with this room was some kind of post-modern style...@326524
grace\03\01082.wav=So I was trying to find a style for this room...@327016
grace\03\01083.wav=but it is clearly not happening at all.  This is such a mess.@327452
grace\03\01084.wav=Ugh this couch...@327804
grace\03\01085.wav=Uhh, you know, this corner felt like it needed something... big... and bold...@328124
grace\03\01086.wav=So this couch seemed like the right choice at the time...@328632
grace\03\01087.wav=skipped
grace\03\01088.wav=Ugh, the armoire...@329536
grace\03\01089.wav=Uhh, when I saw this armoire in the store, it seemed to have such a clean, simple look to it...@329908
grace\03\01090.wav=So this armoire looked so appealing when I bought it...@330484
grace\03\01091.wav=but looking at it here in the apartment, it just looks like a...@330948
grace\03\01092.wav=monstrosity! @331328
grace\03\01093.wav=Ugh...@331464
grace\03\01094.wav=Uhh, you know, I've been collecting these little glass sculptures for God knows how long now.@331780
grace\03\01095.wav=So I've been collecting all these sculptures...@332332
grace\03\01096.wav=but now whenever I look at them, I suddenly get such a... such a... headache!@332776
grace\03\01097.wav=Uhh, you know, when I look at this wedding picture, hanging here in this room...@333328
grace\03\01098.wav=So about this wedding picture here...@333800
grace\03\01099.wav=it obviously just does not go anymore... with my new decorating, I mean, heh.@334220
grace\03\01100.wav=Yeah, the painting...@334640
grace\03\01101.wav=Uhh, this new painting above the couch is something of a -- an experiment...@334980
grace\03\01102.wav=So yeah, I just bought this painting...@335440
grace\03\01103.wav=but, god,  you know, it looks like an amateur painted it.@335820
grace\03\01104.wav=Yeah...@336132
grace\03\01105.wav=Uhh, you know, everybody tells me the view from our balcony is so wonderful...@336436
grace\03\01106.wav=So everybody loves the view...@336896
grace\03\01107.wav=but a view of trees would be so much more healthy... I'm dying to see some green. @337292
grace\03\01108.wav=Uhh, I found that at some overpriced little furniture shop on the upper west side...@337892
grace\03\01109.wav=So that looked kind of nice when I bought it...@338412
grace\03\01110.wav=but it really doesn't go with everything else.@338796
grace\03\01111.wav=I bet I can return most of this, and start over again on this room...@339228
grace\03\01113.wav=Trip, darling, this room is just not coming together, okay?  I'm going to return what furniture they'll let me, and redo it all.@340264
grace\03\01114.wav=Trip, that's what you always say, but believe me, this room needs to be redone.  Uhh, first chance I get I'm going to return whatever furniture they're willing to take back.@341240
grace\03\01115.wav=You know, if I hadn't been persuaded to go into advertising, I could have been the one selling that painting instead of buying it!@342336
grace\03\01116.wav=Oh let's not talk about my decorating anymore, I'm redoing the room this week, that's all there is to it.@343188
grace\03\01117.wav=Ugh... let's not talk about that anymore, I'm redoing the whole place anyway.@343868
grace\03\01118.wav=Oh, how nice, I've been waiting so long for someone to say that!@344400
grace\03\01119.wav=Trip, our friend has just been refreshingly honest about my decorating, which I really appreciate.@344976
grace\03\01120.wav=Trip, if you can't see it, don't worry about it, you've never had an eye for these things.  @345640
grace\03\01121.wav=Oh but I liked what you said about my decorating... Besides, I'm redoing it all this week, so...@346308
grace\03\01122.wav=Uhh!@346772
grace\03\01123.wav=What?@346876
grace\03\01124.wav=Well I'm definitely returning everything in this room, it has to be totally redone.@347180
grace\03\01125.wav=Uhh... right, I know, I'll never be satisfied with it, I shouldn't get so obsessed about it, it's just 'not worth it'.   @347888
grace\03\01126.wav=Where's my drink?  @348480
grace\03\01127.wav=God I need a drink. @348672
grace\03\01128.wav=I can tell I'm going to need another one of these. @348944
grace\03\01129.wav=Well if you hadn't pressured me into go into advertising, I could have been the one selling that painting instead of buying it!@349544
grace\03\01130.wav=Look I already know how you feel about my decorating, let's just... move on from that topic of conversation.@350396
grace\03\01131.wav=Look I know you love my decorating, everybody loves my decorating.  Except for me.  Let's talk about something else, God...@351196
